Timestamp (ms),Initialization Time (ms),X,Y,Z
1714318111044,448.384,0.0,9.809989,0.0
1714318111095,448.435,0.0,9.809989,0.0
1714318111145,448.485,0.0,9.809989,0.0
1714318111197,448.537,0.0,9.809989,0.0
1714318111244,448.584,0.0,9.809989,0.0
1714318111296,448.636,0.0,9.809989,0.0
1714318111344,448.684,0.0,9.809989,0.0
1714318111397,448.737,0.0,9.809989,0.0
1714318111444,448.784,0.0,9.809989,0.0
1714318111497,448.837,0.0,9.809989,0.0
1714318111545,448.885,0.0,9.809989,0.0
1714318111596,448.936,0.0,9.809989,0.0
1714318111646,448.986,0.0,9.809989,0.0
1714318111696,449.036,0.0,9.809989,0.0
1714318111744,449.084,0.0,9.809989,0.0
1714318111796,449.136,0.0,9.809989,0.0
1714318111844,449.184,0.0,9.809989,0.0
1714318111893,449.233,0.0,9.809989,0.0
1714318111944,449.284,0.0,9.809989,0.0
1714318111997,449.337,0.0,9.809989,0.0
1714318112047,449.387,0.0,9.809989,0.0
1714318112096,449.436,0.0,9.809989,0.0
1714318112144,449.484,0.0,9.809989,0.0
1714318112196,449.536,0.0,9.809989,0.0
1714318112244,449.584,0.0,9.809989,0.0
1714318112295,449.635,0.0,9.809989,0.0
1714318112345,449.685,0.0,9.809989,0.0
1714318112395,449.735,0.0,9.809989,0.0
1714318112444,449.784,0.0,9.809989,0.0
1714318112496,449.836,0.0,9.809989,0.0
1714318112545,449.885,0.0,9.809989,0.0
1714318112596,449.936,0.0,9.809989,0.0
1714318112644,449.984,0.0,9.809989,0.0
1714318112696,450.036,0.0,9.809989,0.0
1714318112744,450.084,0.0,9.809989,0.0
1714318112796,450.136,0.0,9.809989,0.0
1714318112845,450.185,0.0,9.809989,0.0
1714318112895,450.235,0.0,9.809989,0.0
1714318112945,450.285,0.0,9.809989,0.0
1714318112996,450.336,0.0,9.809989,0.0
1714318113045,450.385,0.0,9.809989,0.0
1714318113096,450.436,0.0,9.809989,0.0
1714318113144,450.484,0.0,9.809989,0.0
1714318113195,450.535,0.0,9.809989,0.0
1714318113243,450.583,0.0,9.809989,0.0
1714318113296,450.636,0.0,9.809989,0.0
1714318113344,450.684,0.0,9.809989,0.0
1714318113393,450.733,0.0,9.809989,0.0
1714318113445,450.785,0.0,9.809989,0.0
1714318113497,450.837,0.0,9.809989,0.0
1714318113544,450.884,0.0,9.809989,0.0
1714318113596,450.936,0.0,9.809989,0.0
1714318113644,450.984,0.0,9.809989,0.0
1714318113696,451.036,0.0,9.809989,0.0
1714318113745,451.085,0.0,9.809989,0.0
1714318113796,451.136,0.0,9.809989,0.0
1714318113844,451.184,0.0,9.809989,0.0
1714318113896,451.236,0.0,9.809989,0.0
1714318113944,451.284,0.0,9.809989,0.0
1714318113997,451.337,0.0,9.809989,0.0
1714318114044,451.384,0.0,9.809989,0.0
1714318114096,451.436,0.0,9.809989,0.0
1714318114145,451.485,0.0,9.809989,0.0
1714318114197,451.537,0.0,9.809989,0.0
1714318114244,451.584,0.0,9.809989,0.0
1714318114295,451.635,0.0,9.809989,0.0
1714318114344,451.684,0.0,9.809989,0.0
1714318114395,451.735,0.0,9.809989,0.0
1714318114444,451.784,0.0,9.809989,0.0
1714318114496,451.836,0.0,9.809989,0.0
1714318114544,451.884,0.0,9.809989,0.0
1714318114596,451.936,0.0,9.809989,0.0
1714318114645,451.985,0.0,9.809989,0.0
1714318114697,452.037,0.0,9.809989,0.0
1714318114744,452.084,0.0,9.809989,0.0
1714318114796,452.136,0.0,9.809989,0.0
1714318114844,452.184,0.0,9.809989,0.0
1714318114896,452.236,0.0,9.809989,0.0
1714318114945,452.284,0.0,9.809989,0.0
1714318114996,452.336,0.0,9.809989,0.0
1714318115044,452.384,0.0,9.809989,0.0
1714318115096,452.436,0.0,9.809989,0.0
